precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMIN CULTURAL BICHIŞ",282,BICHIŞ,115771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:01",145,133,0,8,4,93,81,0,8,4,93,0,138,45,70,20,3
28,MUREŞ,"CÃMIN CULTURAL GÎMBUŢ",283,BICHIŞ,115771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:05:53",134,120,0,5,9,93,79,0,5,9,91,2,131,38,7,23,61
28,MUREŞ,"CĂMINUL CULTURAL OZD",285,BICHIŞ,115771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:09:25",269,237,0,9,23,171,139,0,9,23,170,1,260,89,162,4,4
28,MUREŞ,"ŞCOALA PRIMARĂ NANDRA",284,BICHIŞ,115771,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:19",117,110,0,5,2,50,43,0,5,2,41,8,130,80,15,12,14
