precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"ŞCOALA BACEA",255,MOVILENI,127689,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:55",1060,1015,0,10,35,689,644,0,10,35,643,1,1168,523,34,54,538,17
30,OLT,"SCOALA GENERALA MOVILENI ( GRADINITA)",254,MOVILENI,127689,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:12",651,593,0,3,55,413,355,0,3,55,411,2,759,346,17,91,285,18
30,OLT,"ŞCOALA MOVILENI",253,MOVILENI,127689,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:19",1009,964,1,20,24,622,577,1,20,24,622,0,1128,506,23,129,436,34
