precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2 COSMEȘTI",145,COSMEŞTI,152582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:02",893,832,0,12,49,712,651,0,12,49,691,21,896,184,605,33,53
36,TELEORMAN,"ŞCOLA GIMNAZIALĂ NR. 1 CIUPERCENI",146,COSMEŞTI,152582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:45",1165,1088,1,27,49,806,730,0,27,49,787,19,1200,394,669,87,31
