precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BĂJEŞTI",221,BĂLILEŞTI,14272,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:48:37",818,808,0,10,0,559,549,0,10,0,542,17,895,336,49,143,62,236,48,4
3,ARGEŞ,"CĂMIN CULTURAL BĂLILEŞTI",220,BĂLILEŞTI,14272,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:20:51",898,879,0,19,0,613,594,0,19,0,593,20,970,357,32,181,25,330,20,5
3,ARGEŞ,"CĂMIN CULTURAL POIENIŢA",222,BĂLILEŞTI,14272,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:36:53",948,941,3,4,0,560,556,0,4,0,553,7,1045,485,27,141,19,318,7,41
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GOLEŞTI-PRIBOAIA",223,BĂLILEŞTI,14272,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:13:00",560,560,0,0,0,322,322,0,0,0,308,14,610,288,15,67,13,197,10,6
