precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANDEA PAUL-PARTIDUL SOCIAL DEMOCRAT-voturi","GEOANCĂ GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TĂNĂSESCU ŞTEFAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MANDA DORINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","SÎRBU VIOREL-PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"FOSTA SC. CU CLASELE I-IV PRISACA",377,VULPENI,130124,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:14:27",314,289,0,15,10,186,161,0,15,10,178,8,325,139,104,7,29,11,27
30,OLT,"SCOALA GIMNAZIALA VULPENI",378,VULPENI,130124,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:11",823,743,2,46,32,548,470,0,46,32,527,21,815,267,363,50,52,28,34
30,OLT,"SCOALA GIMNAZIALA VULPENI-STRUCTURA GROPSANI",376,VULPENI,130124,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:51",665,609,0,22,34,485,429,0,22,34,470,15,705,220,275,151,16,20,8
