precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NAN IOAN-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","HÎNCU DĂNUŢ-MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OLTEANU NICOLAE-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","CORBOŞ CRISTINA-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","MOROIE IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MANDAN VIOREL-voturi"
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",386,MOIECIU,41471,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:13",1258,1224,3,9,22,895,864,0,9,22,867,28,1300,405,211,13,346,11,282,4
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",385,MOIECIU,41471,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:43",1082,1075,1,2,4,700,694,0,2,4,676,24,1200,500,222,30,220,8,191,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MĂGURA",387,MOIECIU,41471,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:48",399,391,1,5,2,269,261,1,5,2,255,14,400,131,56,145,39,7,8,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MOIECIU DE SUS",388,MOIECIU,41471,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:25",792,782,1,9,0,507,498,0,9,0,488,19,900,393,105,4,198,6,174,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ PEȘTERA",389,MOIECIU,41471,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:44",339,325,0,11,3,214,200,0,11,3,202,11,404,91,28,6,64,31,72,1
