precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STĂNCULESCU GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRE GHEORGHE-ALIANȚA ELECTORALĂ PSD PNL-voturi","TĂNASE CRISTINA-DANIELA-PARTIDUL PRO ROMÂNIA-voturi","MUŞAT FLORIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:34:48",2008,1972,17,16,3,968,949,0,16,3,919,49,2200,1232,248,502,143,26
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:13:29",1892,1867,3,16,6,894,872,0,16,6,864,30,2050,1156,241,447,141,35
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:50:02",1575,1560,0,14,1,795,780,0,14,1,776,19,1709,914,245,354,145,32
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:45:30",1671,1650,3,13,5,921,903,0,13,5,886,35,1800,879,255,424,154,53
