precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"CONTAINER MODULAR TIP BIROU",537,VUTCANI,167035,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:15",117,106,0,6,5,60,49,0,6,5,56,4,130,70,51,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1, VUTCANI",535,VUTCANI,167035,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:47",1027,980,0,4,43,499,452,0,4,43,455,44,1100,601,404,51
39,VASLUI,"ŞCOALA PRIMARĂ MĂLĂIEŞTI",536,VUTCANI,167035,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:57",254,245,0,3,6,133,124,0,3,6,123,10,292,159,108,15
