precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COTIGEANU OLIVER-CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NICA LEONIDA-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRCĂ ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL LIPIA",283,MEREI,47453,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:39:28",1594,1552,1,19,22,973,931,1,19,22,943,24,1730,763,50,47,846
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SAT IZVORU DULCE COMUNA MEREI",282,MEREI,47453,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:13:36",688,685,0,2,1,344,341,0,2,1,337,7,760,416,104,21,212
10,BUZĂU,"SALA DE SPORT SĂRATA MONTEORU",286,MEREI,47453,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:02",675,663,0,12,0,351,339,0,12,0,341,10,730,379,35,103,203
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MEREI",279,MEREI,47453,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:46:39",930,918,1,5,6,452,441,0,5,6,425,27,1020,568,39,33,353
10,BUZĂU,"ŞCOALA GURA SĂRĂŢII",281,MEREI,47453,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:18:31",149,142,0,5,2,81,74,0,5,2,78,3,160,79,14,3,61
10,BUZĂU,"ŞCOALA NENCIULEŞTI",284,MEREI,47453,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:30:13",243,238,0,5,0,118,113,0,5,0,117,1,270,152,27,6,84
10,BUZĂU,"ŞCOALA PRIMARĂ DEALUL VIEI",280,MEREI,47453,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:14:32",621,610,2,2,7,329,320,0,2,7,306,23,670,341,45,26,235
10,BUZĂU,"ŞCOALA PRIMARĂ OGRĂZILE",285,MEREI,47453,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:29:32",578,571,2,5,0,268,263,0,5,0,257,11,630,362,35,23,199
