precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POCOL ALIN-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","RAD IULIAN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POCOL DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi"
33,SĂLAJ,"CĂMIN CULTURAL VALEA LOZNEI",214,LOZNA,141884,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:09",183,123,0,53,7,137,77,0,53,7,134,3,152,15,75,54,5
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",211,LOZNA,141884,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:31",353,297,0,53,3,240,184,0,53,3,232,8,312,72,168,31,33
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:23",166,146,0,16,4,128,108,0,16,4,123,5,160,32,87,33,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",213,LOZNA,141884,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:14",162,115,0,41,6,131,84,0,41,6,127,4,143,12,102,19,6
