precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ITIGAN MIHAI-MIRCEA-voturi"
34,SIBIU,"CĂMINUL CULTURAL AL COMUNEI MOȘNA",307,MOŞNA,145104,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:19",1002,991,4,7,0,548,540,1,7,0,524,24,1085,537,105,200,64,5,40,10,100
34,SIBIU,"CĂMINUL CULTURAL AL COMUNEI MOȘNA",306,MOŞNA,145104,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:53",1081,1079,2,0,0,477,477,0,0,0,437,40,1190,713,76,108,137,25,19,14,58
34,SIBIU,"PUNCT DE LUCRU PRIMĂRIE (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL ALMA VII)",308,MOŞNA,145104,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:08",333,320,7,6,0,152,141,5,6,0,145,7,350,198,11,83,29,3,9,3,7
34,SIBIU,"ȘCOALA GIMNAZIALĂ NEMȘA",309,MOŞNA,145104,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:36",496,489,2,5,0,261,256,0,5,0,247,14,540,279,28,116,67,7,2,3,24
