precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DANCĂ MARIUS-GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTONICĂ MARIUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","LUCACI ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUTNARU IACOB-voturi"
29,NEAMŢ,"CAMINUL CULTURAL",448,TĂMĂŞENI,124634,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:54",1046,1038,0,8,0,380,372,0,8,0,359,21,1100,720,28,90,189,52
29,NEAMŢ,"CENTRUL MEDICAL ADJUDENI",451,TĂMĂŞENI,124634,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:05",1512,1510,2,0,0,515,515,0,0,0,503,12,1700,1185,24,31,216,232
29,NEAMŢ,GRADINITA,446,TĂMĂŞENI,124634,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:16",1390,1387,0,3,0,518,515,0,3,0,499,19,1500,982,32,101,270,96
29,NEAMŢ,GRADINITA,450,TĂMĂŞENI,124634,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:28",1042,1035,0,7,0,340,333,0,7,0,322,18,1100,760,31,15,143,133
29,NEAMŢ,"LICEUL TEHNOLOGIC ADJUDENI",449,TĂMĂŞENI,124634,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:42:19",1524,1523,1,0,0,535,535,0,0,0,510,25,1700,1165,33,22,261,194
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA TAMASENI",447,TĂMĂŞENI,124634,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:40",1451,1444,2,5,0,485,480,0,5,0,468,17,1600,1115,20,97,223,128
