precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FÎNAŢE",308,URMENIŞ,35312,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:17",159,152,0,7,0,104,97,0,7,0,101,3,187,83,35,4,43,1,14,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOPTERIU",309,URMENIŞ,35312,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:00:16",285,277,0,8,0,177,169,0,8,0,165,12,300,123,40,5,79,11,2,28
6,BISTRIŢA-NĂSĂUD,"SALA DE SPORT URMENIŞ",306,URMENIŞ,35312,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:39:24",717,715,0,2,0,440,438,0,2,0,390,48,800,360,70,36,200,60,19,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DELURENI",307,URMENIŞ,35312,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:23:18",249,246,0,3,0,146,143,0,3,0,141,5,250,104,41,1,76,3,6,14
