precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BAHRIM SILVIANA-PARTIDUL SOCIAL DEMOCRAT-voturi"
39,VASLUI,"CONTAINER MODULAR TIP BIROU",537,VUTCANI,167035,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:15",117,106,0,6,5,60,49,0,6,5,58,2,130,70,58
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1, VUTCANI",535,VUTCANI,167035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:50:43",1027,980,0,4,43,499,452,0,4,43,458,41,1100,601,458
39,VASLUI,"ŞCOALA PRIMARĂ MĂLĂIEŞTI",536,VUTCANI,167035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:20:59",254,245,0,3,6,133,124,0,3,6,128,5,292,159,128
