precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRUTEANU GHEORGHE-OVIDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIRON IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PAVĂL VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","ADĂMOAE-MANOLE ANDREEA-MIHAELA-UNIUNEA SALVAȚI ROMÂNIA-voturi","CIUBOTARU IONEL-PARTIDUL PRO ROMÂNIA-voturi"
29,NEAMŢ,"CĂMINUL PENTRU PERSOANE VÂRSTNICE ROZNOV",131,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:11:29",1368,1355,0,10,3,660,647,0,10,3,617,43,1500,840,48,79,332,32,126
29,NEAMŢ,"DISPENSARUL UMAN ROZNOV",130,"ORAŞ ROZNOV",124117,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:47",1525,1516,0,5,4,727,718,0,5,4,686,41,1600,873,26,99,332,51,178
29,NEAMŢ,"PAROHIA ”SF. ILIE” CHINTINICI",132,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:24",934,918,0,10,6,472,456,0,10,6,439,17,1000,527,10,33,348,20,28
29,NEAMŢ,"ȘCOALA GENERALĂ ROZNOV",129,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:27:00",1678,1667,0,8,3,788,777,0,8,3,764,24,1800,1012,28,119,445,47,125
29,NEAMŢ,"ȘCOALA GENERALĂ SLOBOZIA",134,"ORAŞ ROZNOV",124117,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:17",1291,1285,0,6,0,623,617,0,6,0,600,23,1400,777,39,41,241,50,229
29,NEAMŢ,"ȘCOALA SLOBOZIA",133,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:59:17",1414,1406,0,4,4,614,606,0,4,4,587,27,1500,886,38,45,287,58,159
