precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
4,BACĂU,"BIBLIOTECA PUBLICA ”CALISTRAT HOGAS” BALCANI",248,BALCANI,21196,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:43:45",1067,1047,0,4,16,498,478,0,4,16,464,34,1200,702,185,71,202,6
4,BACĂU,"GRĂDINIŢA FRUMOASA",251,BALCANI,21196,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:55:33",814,799,1,1,13,307,293,0,1,13,293,14,900,593,62,15,211,5
4,BACĂU,"GRĂDINIŢA FRUMOASA",249,BALCANI,21196,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:07",1024,1003,0,5,16,411,390,0,5,16,395,16,1100,689,119,21,252,3
4,BACĂU,"GRĂDINIŢA FRUMOASA",250,BALCANI,21196,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:49:29",1170,1152,0,3,15,458,440,0,3,15,438,20,1200,742,109,34,289,6
4,BACĂU,"GRADINITA NR.2 SCHITU-FRUMOASA",253,BALCANI,21196,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:46",629,618,0,4,7,269,258,0,4,7,249,20,709,440,74,61,101,13
4,BACĂU,"ŞCOALA GIMNAZIALA LUDAŞI",252,BALCANI,21196,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:32:05",750,745,0,1,4,292,287,0,1,4,275,17,798,506,91,58,111,15
4,BACĂU,"ŞCOALA GIMNAZIALA SCHITU-FRUMOASA",254,BALCANI,21196,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:52",892,885,0,6,1,399,392,0,6,1,362,37,1000,601,86,56,121,99
