precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BACIU VIRGIL-PARTIDUL NAȚIONAL LIBERAL-voturi","MOGARU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL CORBI",311,CORBI,15830,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:36",1668,1623,1,19,25,1131,1087,0,19,25,1096,35,1748,617,339,757
3,ARGEŞ,"CĂMIN CULTURAL CORBŞORI",312,CORBI,15830,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:25",746,698,0,39,9,507,459,0,39,9,496,11,850,343,358,138
3,ARGEŞ,"CĂMIN CULTURAL STĂNEŞTI",313,CORBI,15830,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:45:27",888,869,1,13,5,595,577,0,13,5,586,9,960,365,345,241
