precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
2,ARAD,"CASA DE CULTURĂ „DORU IOAN PETESCU”",150,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:52",1153,1136,4,9,4,609,595,1,9,4,597,12,1260,651,297,24,50,207,19
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT",152,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:02",1359,1345,1,11,2,611,598,0,11,2,585,26,1500,889,225,114,46,185,15
2,ARAD,"LICEUL TEORETIC „GHEORGHE LAZĂR”",151,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:29:34",1671,1656,5,6,4,838,828,0,6,4,808,30,1860,1022,305,30,52,392,29
2,ARAD,"PRIMĂRIA ORAȘULUI PECICA",153,"ORAŞ PECICA",11584,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:26:45",1326,1271,10,9,36,688,641,4,8,35,671,17,1399,711,225,270,32,123,21
2,ARAD,"ŞCOALA PRIMARĂ 1 PECICA",156,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:38:23",1711,1689,6,13,3,914,897,1,13,3,877,37,1860,946,429,12,71,344,21
2,ARAD,"ŞCOALA PRIMARĂ 2 PECICA",154,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:33",1358,1344,3,9,2,673,662,0,9,2,646,27,1490,817,188,278,22,129,29
2,ARAD,"ŞCOALA PRIMARĂ 3 PECICA",155,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:00",1624,1610,1,13,0,618,605,0,13,0,578,40,1790,1172,201,127,39,199,12
2,ARAD,"ŞCOALA PRIMARĂ SEDERHAT",157,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:44:34",269,258,1,9,1,128,118,0,9,1,124,4,292,162,80,6,11,24,3
2,ARAD,"ȘCOALA PRIMARĂ TURNU",158,"ORAŞ PECICA",11584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:25",1058,1045,3,6,4,477,467,0,6,4,462,15,1170,693,180,28,24,186,44
