precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRAGOMIR TRAIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BOŞTINĂ FLORIN-DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞERBU IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","CALIU MEDIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PEŢANCA VALENTIN-PARTIDUL ROMÂNIA MARE-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL SAT CIOCÎRLIA",397,CIOCÂRLIA,61283,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:15:53",1327,1267,1,35,24,896,837,0,35,24,876,20,1378,476,362,6,442,60,6
14,CONSTANŢA,"CĂMIN CULTURAL SAT CIOCÎRLIA DE SUS",398,CIOCÂRLIA,61283,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:12:49",1259,1231,0,5,23,868,840,0,5,23,825,37,1350,179,207,16,428,158,16
