precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LEAHU VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TEBEICĂ ANA-LOREDANA-UNIUNEA SALVAȚI ROMÂNIA-voturi","PASCU PUIU-PARTIDUL SOCIAL DEMOCRAT-voturi","SAVA CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","COŞNIŢĂ ROMICĂ-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","URECHE IONEL-DANIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","ARDELEANU MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"CĂMINUL CULTURAL HEMEIUŞ",385,HEMEIUŞ,20313,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:13:46",1569,1556,5,6,2,791,782,1,6,2,776,15,1702,911,53,54,129,505,12,2,21
4,BACĂU,"ŞCOALA GENERALA GRIGORE TĂBĂCARU HEMEIUŞ",386,HEMEIUŞ,20313,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:54",1271,1268,0,3,0,683,680,0,3,0,668,15,1400,717,40,54,111,434,13,4,12
4,BACĂU,"SCOALA GENERALA ION SIMIONESCU, LILIECI",387,HEMEIUŞ,20313,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:00",1581,1577,1,2,1,733,730,0,2,1,711,22,1700,967,46,64,149,375,35,12,30
4,BACĂU,"ŞCOALA GIMNAZIALA ION SIMIONESCU LILIECI",388,HEMEIUŞ,20313,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:55:29",1508,1505,1,2,0,751,749,0,2,0,732,19,1600,849,58,72,128,399,47,6,22
