precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"ANEXĂ A ȘCOLII GIMNAZIALE NR.1 SILIȘTEA-SALA 9",539,SILIŞTEA,62949,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:05:16",600,589,1,10,0,407,397,0,10,0,392,15,657,250,72,193,99,28
14,CONSTANŢA,"SCOALA GIMNAZIALA NR. 1",538,SILIŞTEA,62949,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:32",562,542,1,10,9,384,364,1,10,9,382,2,603,219,135,214,3,30
