precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICEA VALENTIN-EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STANCA FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPESCU MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV DRĂCŞENEI",162,DRĂCŞENEI,152797,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:50",527,478,0,9,40,371,322,0,9,40,362,9,568,197,5,39,318
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV ODOBEASCA",164,DRĂCŞENEI,152797,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:39",414,389,0,3,22,288,263,0,3,22,274,14,450,162,5,96,173
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂCŞANI",163,DRĂCŞENEI,152797,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:58",298,261,0,5,32,224,187,0,5,32,216,8,320,96,6,17,193
