precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
13,CLUJ,"CAMIN CULTURAL BOLDUT",400,"CEANU MARE",56844,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:43:09",674,665,0,4,5,383,374,0,4,5,368,15,738,355,106,116,39,32,7,46,22
13,CLUJ,"CAMIN CULTURAL CEANU MARE",398,"CEANU MARE",56844,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:46:03",1093,1066,1,23,3,631,604,1,23,3,582,49,1200,569,98,134,110,109,3,17,111
13,CLUJ,"GRADINITA BOIAN",399,"CEANU MARE",56844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:09",726,717,0,8,1,408,399,0,8,1,394,14,791,383,142,112,60,37,0,14,29
13,CLUJ,"SCOALA DOSU NAPULUI",401,"CEANU MARE",56844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:30",101,91,0,7,3,71,61,0,7,3,68,3,103,32,18,6,21,8,0,2,13
13,CLUJ,"SCOALA PRIMARA IACOBENI",402,"CEANU MARE",56844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:22",499,487,1,9,2,316,305,0,9,2,288,28,539,223,61,43,48,67,6,22,41
