precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL TEŞ",343,BRESTOVĂŢ,156151,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:17:42",222,191,0,25,6,183,152,0,25,6,179,4,234,50,83,10,39,47
37,TIMIŞ,"CLĂDIREA COMUNEI BRESTOVĂŢ (FOSTA ŞCOALĂ GENERALĂ COŞARII)",342,BRESTOVĂŢ,156151,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:56",142,124,0,16,2,113,95,0,16,2,110,3,140,27,94,2,5,9
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:03",230,201,0,26,3,164,135,0,26,3,155,9,235,71,92,10,21,32
