precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BULZAN CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GABOR DORU-PARTIDUL NAȚIONAL LIBERAL-voturi","TODERAŞ ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMIN CULTURAL BĂLNACA",603,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:07:27",782,766,1,6,9,474,459,0,6,9,453,21,844,370,43,372,38
5,BIHOR,"CAMIN CULTURAL CATUN CARMAZAN",605,ŞUNCUIUŞ,31510,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:02:51",114,109,0,5,0,70,65,0,5,0,66,4,122,52,9,39,18
5,BIHOR,"CAMIN CULTURAL SAT BALNACA GROSI",604,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:22:07",56,49,0,7,0,38,31,0,7,0,34,4,59,21,3,26,5
5,BIHOR,"LICEUL TEHNOLOGIC NR. 1 - ŞUNCUIUŞ",601,ŞUNCUIUŞ,31510,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:30",1275,1171,2,57,45,740,682,1,12,45,718,22,1329,589,180,340,198
5,BIHOR,"SCOALA CU CLASELE I-VIII ZECEHOTARE",606,ŞUNCUIUŞ,31510,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:34",141,130,5,2,4,92,85,1,2,4,87,5,146,54,24,56,7
5,BIHOR,"SCOALA CU CLS. I+IV ”POJORATA”",602,ŞUNCUIUŞ,31510,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:32",57,52,0,5,0,57,52,0,5,0,54,3,103,46,9,36,9
