precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi"
32,"SATU MARE","CAMINUL CULTURAL",237,MOFTIN,138208,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:46",1059,1030,3,12,14,638,612,0,12,14,615,23,1400,762,51,404,17,18,104,3,17,1
32,"SATU MARE","GRADINITA DE COPII",241,MOFTIN,138208,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:44",431,420,4,7,0,231,222,2,7,0,208,23,400,169,30,129,1,5,18,10,7,8
32,"SATU MARE","SCOALA GENERALA",240,MOFTIN,138208,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:56",1019,985,2,21,11,478,446,0,21,11,430,48,1000,522,130,89,167,17,24,3,0,0
32,"SATU MARE","SCOALA GENERALA CL I-VIIII",238,MOFTIN,138208,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:57:17",897,877,1,4,15,575,556,0,4,15,538,36,885,310,83,315,4,7,117,4,8,0
32,"SATU MARE","ȘCOALA GENERALĂ ȘI GRADINIȚA GARA GHILVACI",239,MOFTIN,138208,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:35:28",182,175,0,7,0,114,107,0,7,0,104,10,200,86,27,66,7,0,2,2,0,0
