precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOAZĂ GHEORGHE-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DÂRLOŞAN EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂCURAR ADRIANA-ELENA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"CĂMINUL CULTURAL ERNEA",193,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:01",414,406,0,7,1,226,218,0,7,1,215,11,450,224,115,95,5
34,SIBIU,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ DUMBRĂVENI",192,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:20",1207,1186,3,8,10,507,489,0,8,10,492,15,1320,813,243,227,22
34,SIBIU,"CLĂDIRE PUBLICĂ A ADMINISTRAȚIEI LOCALE ORAȘ DUMBRĂVENI",194,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:01",1412,1397,2,5,8,693,680,0,5,8,650,43,1550,857,102,542,6
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",191,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:39",1177,1154,0,8,15,513,490,0,8,15,488,25,1290,777,256,217,15
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",190,"ORAŞ DUMBRĂVENI",143806,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:16",1097,1076,1,7,13,593,573,0,7,13,569,18,1200,613,296,247,26
34,SIBIU,"PRIMĂRIA ORAȘULUI DUMBRĂVENI",189,"ORAŞ DUMBRĂVENI",143806,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:15:14",1190,1160,7,8,15,571,547,1,8,15,560,11,1300,729,222,313,25
