precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","VOLOCARU ALECSANDRU-voturi","VOLOCARIU ADRIAN-voturi"
39,VASLUI,"SALA DE EDUCAŢIE FIZICĂ ŞCOLARĂ MUNTENII DE JOS",383,"MUNTENII DE JOS",164936,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:41",2050,2043,0,3,4,978,971,0,3,4,938,33,2000,1022,594,57,231,16,10,17,13
39,VASLUI,"ŞCOALA PRIMARĂ SAT BĂCĂOANI",384,"MUNTENII DE JOS",164936,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:17:50",1157,1144,0,5,8,649,636,0,5,8,627,22,1200,551,407,35,160,13,4,8,0
39,VASLUI,"ŞCOALA PRIMARĂ SAT MÎNJEŞTI",385,"MUNTENII DE JOS",164936,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:31",635,621,0,7,7,371,357,0,7,7,360,11,903,532,268,14,62,14,1,1,0
