precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","MAGDEA MIRCEA-FLORIN-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL",276,ŞINTEREAG,34903,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:40",250,239,1,7,3,147,137,0,7,3,142,5,250,103,39,1,93,6,0,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BLĂJENII DE JOS",274,ŞINTEREAG,34903,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:47",303,294,0,4,5,187,178,0,4,5,185,2,350,163,24,4,151,6,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞIEU-SFÂNTU",278,ŞINTEREAG,34903,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:35:51",406,388,1,6,11,275,257,1,6,11,270,5,400,125,17,30,135,84,3,1
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞINTEREAG",273,ŞINTEREAG,34903,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:57",812,786,3,1,22,487,464,0,1,22,465,22,961,474,145,65,226,19,3,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ COCIU",277,ŞINTEREAG,34903,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:50:37",850,842,0,2,6,512,504,0,2,6,492,20,897,385,136,4,154,111,10,77
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”NICOLAE BĂLAN” BLĂJENII DE SUS",275,ŞINTEREAG,34903,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:54",287,278,0,7,2,168,159,0,7,2,160,8,300,132,28,3,108,20,1,0
