precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"SCOALA GIMNAZIALA HODONI",543,SATCHINEZ,158528,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:37:18",994,983,1,5,5,551,541,0,5,5,534,17,1105,554,55,305,58,113,3
37,TIMIŞ,"SCOALA GIMNAZIALA SATCHINEZ",541,SATCHINEZ,158528,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:22:56",1474,1468,0,3,3,823,817,0,3,3,781,42,1614,789,105,424,54,178,20
37,TIMIŞ,"SCOALA GIMNAZIALA SATCHINEZ",540,SATCHINEZ,158528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:57",1142,1125,3,6,8,627,612,1,6,8,607,20,1300,673,91,321,45,141,9
37,TIMIŞ,"ȘCOALA PRIMARĂ BĂRĂTEAZ",542,SATCHINEZ,158528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:55",596,590,1,4,1,318,313,0,4,1,307,11,601,283,56,117,68,53,13
