precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","DĂRĂŞTEANU PAUL-MIHAI-voturi"
1,ALBA,"CĂMINUL CULTURAL NECRILEȘTI",286,ÎNTREGALDE,4981,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:50",146,142,0,1,3,97,93,0,1,3,95,2,158,61,20,72,3
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:39",90,83,0,4,3,61,54,0,4,3,61,0,100,39,8,51,2
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:14",53,48,0,4,1,40,35,0,4,1,40,0,56,16,5,33,2
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:27",227,214,0,3,10,146,133,0,3,10,142,4,220,74,34,99,9
