precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SUCIU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂDUREAN SORIN-POMPEI-PARTIDUL NAȚIONAL LIBERAL-voturi","TINCU MARIAN-HORIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
28,MUREŞ,"FOSTUL SEDIU AL POSTEI ROMANE",481,PETELEA,118799,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:58",1127,1110,2,3,12,593,578,0,3,12,547,46,1258,665,84,447,16
28,MUREŞ,"SCOALA PRIMARA HABIC",483,PETELEA,118799,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:54",192,183,0,4,5,118,109,0,4,5,115,3,200,82,58,51,6
28,MUREŞ,"SEDIUL PRIMARIEI",482,PETELEA,118799,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:00:50",993,963,0,13,17,583,553,0,13,17,559,24,1064,481,199,323,37
