precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BORLOVA",346,"TURNU RUIENI",54412,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:06:08",1203,1175,2,24,2,823,797,0,24,2,805,18,1295,472,53,267,127,322,30,6
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL TURNU RUIENI",345,"TURNU RUIENI",54412,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:48:35",732,702,3,16,11,514,485,2,16,11,493,21,777,263,35,154,86,204,9,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZERVEȘTI",348,"TURNU RUIENI",54412,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:44",464,448,1,11,4,296,281,0,11,4,289,7,494,198,55,118,13,76,10,17
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZLAGNA",349,"TURNU RUIENI",54412,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:27:02",269,258,0,9,2,214,203,0,9,2,211,3,283,69,4,117,18,72,0,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DALCI",347,"TURNU RUIENI",54412,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:12:25",220,202,0,14,4,145,127,0,14,4,143,2,222,77,44,46,7,44,0,2
