precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL VERDE-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL DRAGOMIREŞTI",573,ŞTIUCA,158804,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:10:43",333,329,0,2,2,171,167,0,2,2,160,11,400,229,31,48,53,18,1,9
37,TIMIŞ,"CĂMINUL CULTURAL OLOŞAG",574,ŞTIUCA,158804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:36",314,305,3,2,4,186,180,0,2,4,177,9,362,176,42,87,30,3,9,6
37,TIMIŞ,"CĂMINUL CULTURAL ŞTIUCA",572,ŞTIUCA,158804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:25",980,965,1,8,6,612,597,1,8,6,588,24,1000,388,188,155,117,51,44,33
37,TIMIŞ,"CĂMINUL CULTURAL ZGRIBEŞTI",575,ŞTIUCA,158804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:02:46",182,171,0,4,7,119,108,0,4,7,114,5,200,81,21,27,55,0,5,6
