precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU EDUARD-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BALTAG MARIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STANCIU MARIAN-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DRAGALINA",127,DRAGALINA,93487,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:38:00",1274,1257,1,6,10,718,701,1,6,10,706,12,1400,682,182,22,502
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",125,DRAGALINA,93487,1,PART,PRCNCT,P,P_SV,"2024-06-11 13:30:38",1331,1319,1,4,7,747,735,1,4,7,718,29,1400,653,224,9,485
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",126,DRAGALINA,93487,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:07:39",1156,1138,1,7,10,645,628,0,7,10,611,17,1300,672,172,16,423
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",124,DRAGALINA,93487,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:11",1051,1026,2,6,17,545,522,0,6,17,531,14,1200,655,173,11,347
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAJNA NOUA",129,DRAGALINA,93487,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:23:01",1068,1061,0,5,2,581,574,0,5,2,570,11,1139,558,168,20,382
12,CĂLĂRAŞI,"ȘCOALA PRIMARA NR.1 CONSTANTIN BRÂNCOVEANU",128,DRAGALINA,93487,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:06:42",714,703,0,9,2,373,362,0,9,2,361,12,800,427,189,15,157
