precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",276,CERNEŞTI,107582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:16",589,572,0,5,12,431,414,0,5,12,399,32,600,169,151,17,10,187,10,12,1,11
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",271,CERNEŞTI,107582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:46",674,662,0,8,4,429,417,0,8,4,423,6,700,271,114,33,52,139,78,2,2,3
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:24",837,801,2,15,19,558,522,2,15,19,549,7,902,346,81,29,16,298,31,79,10,5
26,MARAMUREŞ,"ȘCOALA PRIMARĂ BREBENI",272,CERNEŞTI,107582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:53",174,163,0,10,1,112,101,0,10,1,104,5,200,88,31,9,8,43,9,3,0,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ FÎNAȚE",274,CERNEŞTI,107582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:27",552,524,0,12,16,334,306,0,12,16,328,6,600,266,50,41,15,188,28,2,1,3
26,MARAMUREŞ,"ȘCOALA PRIMARĂ MĂGURENI",275,CERNEŞTI,107582,2,PART,PRCNCT,CL,CL_SV,"2024-06-14 12:50:21",176,165,0,8,3,134,123,0,8,3,129,5,200,66,59,7,5,32,23,1,1,1
