precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVAN PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","KRISTOF JOZSEF-LORÁNT-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MEGHEŞ-BRAŞOVEAN SILVIU-CRINEL-FORȚA DREPTEI-voturi","DALI BOTOND-voturi","KOCSIS ZOLTÁN-voturi"
28,MUREŞ,"CĂMINUL CULTURAL ALUNIŞ-SALA MARE",227,ALUNIŞ,115147,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:40:02",766,746,1,1,18,470,451,0,1,18,441,29,848,378,49,220,22,75,75
28,MUREŞ,"CĂMINUL CULTURAL ALUNIŞ-SALA MICĂ",228,ALUNIŞ,115147,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:23",759,744,0,4,11,496,481,0,4,11,477,19,840,344,48,254,21,50,104
28,MUREŞ,"CĂMINUL CULTURAL LUNCA- MUREŞ - SALA MICĂ",230,ALUNIŞ,115147,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:22:40",547,516,0,8,23,334,303,0,8,23,321,13,550,216,12,212,7,27,63
28,MUREŞ,"ŞCOALA PRIMARĂ FIŢCĂU",229,ALUNIŞ,115147,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:45",391,370,0,3,18,311,290,0,3,18,304,5,430,121,20,189,4,39,52
