precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",308,DESEŞTI,107975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:56",445,418,0,11,16,311,284,0,11,16,291,20,472,161,24,78,57,114,10,1,5,2,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",307,DESEŞTI,107975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:45:07",756,700,0,33,23,557,501,0,33,23,543,14,800,243,188,153,66,29,0,8,8,58,33
26,MARAMUREŞ,ȘCOALA,309,DESEŞTI,107975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:42",774,716,0,36,22,610,552,0,36,22,582,28,800,190,150,257,85,17,1,3,3,42,24
