precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
30,OLT,"ŞCOALA BĂRBĂLAI",331,TĂTULEŞTI,129317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:25",216,171,0,33,12,207,162,0,33,12,159,3,205,43,107,31,12,9
30,OLT,"ŞCOALA GIMNAZIALĂ TĂTULEŞTI",330,TĂTULEŞTI,129317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:33",569,412,0,97,60,423,266,0,97,60,414,9,518,95,209,187,12,6
30,OLT,"ŞCOALA MIRCEŞTI",332,TĂTULEŞTI,129317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:50",172,116,1,42,13,135,80,0,42,13,129,6,149,14,58,26,37,8
