precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXANDRESCU EUSEBIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MAFTEI ADINA-ELENA-UNIUNEA SALVAȚI ROMÂNIA-voturi","GĂLUŞCĂ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","GĂBUREANU FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIPER ALEXANDRU-NICOLAE-voturi"
4,BACĂU,"CABINET MEDICAL",582,SOLONŢ,25488,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:07:26",654,648,0,4,2,283,277,0,4,2,271,12,700,417,162,46,38,6,19
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL CUCUIEȚI",581,SOLONŢ,25488,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:50:28",964,957,0,4,3,476,469,0,4,3,452,24,1100,624,342,55,16,8,31
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL SOLONŢ",580,SOLONŢ,25488,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:50",1181,1175,0,2,4,557,551,0,2,4,538,19,1200,643,241,48,50,39,160
