precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
1,ALBA,"CĂMINUL CULTURAL CIOARA DE SUS",121,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:08",188,173,0,7,8,116,101,0,7,8,116,0,210,94,17,73,22,2,2
1,ALBA,"CĂMINUL CULTURAL MUNCELU",122,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:03",278,275,0,2,1,179,176,0,2,1,177,2,300,121,61,66,40,1,9
1,ALBA,"CĂMINUL CULTURAL SARTĂŞ",123,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:45",296,291,0,2,3,133,128,0,2,3,131,2,320,187,26,65,31,1,8
1,ALBA,"LICEUL ”DR. LAZĂR CHIRILĂ”",119,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:44",590,575,0,7,8,342,327,0,7,8,337,5,630,288,58,152,95,16,16
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:47:56",903,850,1,24,28,532,480,0,24,28,506,26,971,439,101,228,113,22,42
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:52",786,776,0,5,5,376,366,0,5,5,367,9,843,467,59,200,68,30,10
1,ALBA,"ŞCOALA PRIMARĂ BRĂZEŞTI",120,"ORAŞ BAIA DE ARIEŞ",2915,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:46",207,198,0,1,8,112,103,0,1,8,110,2,220,108,23,33,41,8,5
