precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICA ROMICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","BADEA IONUŢ-IRINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NIŢOI EMIL-VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NIŢU MARGARETA-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BRĂTEȘTII DE JOS",409,VĂCĂREŞTI,69250,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:11",554,549,0,5,0,302,297,0,5,0,291,10,610,309,121,145,2,23
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ BUNGETU",410,VĂCĂREŞTI,69250,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:05",1128,1125,0,3,0,689,686,0,3,0,678,11,1240,551,87,575,8,8
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IANCU VĂCĂRESCU” - VĂCĂREȘTI",408,VĂCĂREŞTI,69250,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:20",1128,1124,0,4,0,593,589,0,4,0,577,16,1240,647,232,289,11,45
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”IANCU VĂCĂRESCU” - VĂCĂREȘTI",407,VĂCĂREŞTI,69250,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:55:10",1400,1397,0,3,0,787,784,0,3,0,738,49,1530,743,309,368,25,36
