precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CICIC JENICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHUŢ MARGARETA-LILIANA-PARTIDUL NAȚIONAL LIBERAL-voturi"
27,MEHEDINŢI,"ȘCOALA GENERALĂ BURILA MARE",128,"BURILA MARE",110946,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:51",584,534,3,23,24,413,366,0,23,24,386,27,607,194,332,54
27,MEHEDINŢI,"ȘCOALA GENERALĂ CRIVINA",129,"BURILA MARE",110946,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:15:19",529,492,0,14,23,370,333,0,14,23,349,21,557,187,215,134
27,MEHEDINŢI,"ȘCOALA GENERALĂ IZVORU FRUMOS",130,"BURILA MARE",110946,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:44",172,154,0,12,6,105,87,0,12,6,102,3,176,71,70,32
27,MEHEDINŢI,"ȘCOALA GENERALĂ ŢIGĂNAŞI",131,"BURILA MARE",110946,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:39",262,233,0,10,19,183,154,0,10,19,178,5,272,89,140,38
27,MEHEDINŢI,"ȘCOALA VECHE VRANCEA",132,"BURILA MARE",110946,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:00:30",172,134,3,23,12,132,95,2,23,12,127,4,181,49,68,59
