precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi"
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",364,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:26:45",528,513,8,7,0,528,513,8,7,0,509,8,1300,680,176,48,21,3,200,9,48,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",363,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:28:25",976,960,11,5,0,460,455,0,5,0,449,11,1200,740,169,35,12,3,180,20,28,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",366,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:27:07",1055,1042,5,6,2,495,487,0,6,2,473,19,1200,708,167,36,16,0,196,14,41,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",365,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:59:23",1189,1178,7,4,0,549,545,0,4,0,535,13,1300,751,176,40,21,2,215,23,54,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",282,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 19:42:53",1614,1601,6,7,0,691,684,0,7,0,671,20,1683,992,278,68,31,6,209,38,34,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",283,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 19:33:38",1722,1708,1,12,1,891,877,1,12,1,873,18,2000,1109,238,51,22,4,450,18,83,7
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",286,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:40:23",1445,1433,9,3,0,637,634,0,3,0,614,23,1600,963,231,63,35,6,204,25,45,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",285,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 00:33:09",1563,1552,4,7,0,659,651,1,7,0,641,18,1703,1043,301,71,33,10,147,35,39,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",284,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 18:33:17",1279,1244,29,6,0,531,524,1,6,0,521,9,1600,1068,216,50,27,6,163,16,35,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",281,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:14:27",1519,1512,0,7,0,652,645,0,7,0,616,31,1700,1048,219,56,24,14,224,29,47,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ TUDOR ARGHEZI (FOSTA ȘCOALĂ NR. 19)",329,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:31:07",1045,987,44,14,0,406,392,0,14,0,403,3,1100,693,111,48,13,1,155,19,54,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ TUDOR ARGHEZI (FOSTA ȘCOALĂ NR. 19)",330,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:18:26",873,845,23,5,0,365,360,0,5,0,346,19,1200,835,127,38,11,4,121,8,32,5
45,"Sector 2","ŞCOALA PROFESIONALĂ SPECIALĂ NR. 3",344,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:48:02",1242,1220,15,7,0,508,500,1,7,0,498,10,1600,1092,162,57,17,5,208,13,34,2
45,"Sector 2","ŞCOALA PROFESIONALĂ SPECIALĂ NR. 3",343,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:16:33",1556,1517,21,17,1,647,624,5,17,1,630,17,1600,953,218,49,24,7,252,34,42,4
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",192,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:03:54",1240,1233,2,5,0,361,356,0,5,0,340,18,1400,1038,118,50,28,7,97,27,11,2
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",193,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:17:53",1563,1549,10,4,0,759,755,0,4,0,742,17,1700,941,251,60,28,5,302,37,52,7
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",189,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:43:39",1664,1643,11,10,0,734,724,0,10,0,713,21,1800,1066,286,51,26,4,239,51,53,3
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",186,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:50:46",1611,1578,26,7,0,594,587,0,7,0,573,21,1700,1106,257,54,29,10,142,36,37,8
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",194,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:00:20",1625,1586,33,6,0,543,537,0,6,0,524,19,1700,1157,200,68,27,6,154,26,38,5
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",191,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 22:23:58",1465,1436,20,9,0,590,581,0,9,0,571,19,1600,1010,197,50,23,2,217,29,50,3
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",185,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:20:13",1636,1623,0,11,2,800,787,0,11,2,781,17,1800,1002,314,55,21,7,295,18,66,5
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",188,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:03:06",1586,1542,35,9,0,639,630,0,9,0,619,20,1700,1061,231,62,27,4,212,24,46,13
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",190,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 18:38:45",1741,1738,0,3,0,749,746,0,3,0,730,19,1900,1151,283,72,35,9,246,44,28,13
45,"Sector 2","UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI",187,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:50:45",1633,1609,13,10,1,623,612,0,10,1,603,20,1800,1177,234,58,39,5,196,24,36,11
