precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOADER VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TOADER DAN-IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","TANASĂ PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREA NECULAI-PARTIDUL NAȚIONAL LIBERAL-voturi"
35,SUCEAVA,"PRIMĂRIA COMUNEI HORODNICENI",356,HORODNICENI,149049,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:23:07",867,838,0,7,22,529,500,0,7,22,515,14,957,428,41,17,38,419
35,SUCEAVA,"PUNCT DOCUMENTAR NICOALE ISTRATI",360,HORODNICENI,149049,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:10",420,403,0,5,12,219,202,0,5,12,213,6,443,224,12,14,19,168
35,SUCEAVA,"ȘCOALA CU CL.I-IV BOTEȘTI",357,HORODNICENI,149049,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:17",364,346,1,2,15,210,192,1,2,15,201,9,405,195,20,17,14,150
35,SUCEAVA,"ȘCOALA CU CL.I-IV BRĂDĂȚEL",358,HORODNICENI,149049,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:28",514,483,0,19,12,315,284,0,19,12,294,21,537,222,33,8,18,235
35,SUCEAVA,"ȘCOALA CU CL.I-VIII MIHĂIEȘTI",359,HORODNICENI,149049,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:39",690,644,0,19,27,436,390,0,19,27,415,21,722,286,70,18,44,283
