precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
23,IALOMIŢA,"FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL FUNDATA",186,PERIEŢI,94161,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:31:38",401,393,1,6,1,219,211,1,6,1,209,10,430,211,29,98,18,64
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:36:41",1053,1030,4,13,6,633,610,4,13,6,622,11,1140,507,51,468,44,59
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:34:06",686,667,1,9,9,401,382,1,9,9,392,9,740,339,32,248,6,106
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 15:24:48",928,917,1,7,3,530,519,1,7,3,502,27,1016,487,30,296,29,147
