precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BIVOLARU CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SPĂTARU EMANUEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNCESCU ANDREI-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"BIBLIOTECA COMUNALĂ",358,RĂZVAD,65431,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:04:29",1397,1389,3,2,3,758,753,0,2,3,729,29,1528,770,57,636,36
16,DÂMBOVIŢA,"CENTRUL EDUCATIV PENTRU COPII SĂRACI RĂZVAD",360,RĂZVAD,65431,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:34",1134,1126,4,4,0,614,610,0,4,0,581,33,1240,626,38,508,35
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GORGOTA",361,RĂZVAD,65431,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:24",1056,1047,0,9,0,584,575,0,9,0,580,4,1150,566,19,550,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RĂZVAD",359,RĂZVAD,65431,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:58:09",1084,1077,2,3,2,604,599,0,3,2,591,13,1190,586,53,511,27
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",363,RĂZVAD,65431,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:40",1414,1406,3,5,0,771,766,0,5,0,757,14,1560,789,34,655,68
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",362,RĂZVAD,65431,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:07",1533,1517,5,8,3,796,785,0,8,3,772,24,1680,884,54,622,96
