precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","CARCEA VASILE-voturi","HARITON IONUŢ-NICOLAE-voturi","BĂLICI VASILE-voturi","CARCEA GHEORGHE-CORNELIU-voturi","COROAMĂ-NISTOR GHEORGHE-voturi"
35,SUCEAVA,"GRĂDINIŢA ”POD DABÎCA”",536,"VICOVU DE JOS",151077,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:46",1074,1069,0,2,3,536,531,0,2,3,517,19,1180,644,82,339,26,6,20,22,3,18,1
35,SUCEAVA,"SCOALA CU CLASELE I-IV MARGINE",535,"VICOVU DE JOS",151077,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:35",765,751,0,3,11,402,388,0,3,11,386,16,850,448,29,307,21,6,9,4,1,8,1
35,SUCEAVA,"SCOALA CU CLASELE I-VIII IOAN VICOVEANU",532,"VICOVU DE JOS",151077,2,PART,PRCNCT,CL,CL_SV,"2024-06-14 15:01:26",1345,1321,0,5,19,690,666,0,5,19,670,20,1450,760,86,389,45,18,10,7,25,88,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2 VICOVU DE JOS REMEZĂU",533,"VICOVU DE JOS",151077,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:00",983,973,0,5,5,411,401,0,5,5,401,10,1100,689,76,225,22,30,7,11,2,22,6
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2 VICOVU DE JOS REMEZĂU",534,"VICOVU DE JOS",151077,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:31",1052,1035,0,4,13,489,472,0,4,13,476,13,1150,661,95,292,23,31,4,8,1,11,11
