precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
8,BRAŞOV,"CĂMIN CULTURAL ACRIȘ",452,"VAMA BUZĂULUI",42183,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:23",1046,1044,0,2,0,474,472,0,2,0,421,53,1100,626,267,44,57,53
8,BRAŞOV,"CĂMIN CULTURAL VAMA BUZĂULUI",451,"VAMA BUZĂULUI",42183,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:38",1350,1338,2,7,3,674,663,1,7,3,640,34,1500,826,391,116,100,33
8,BRAŞOV,"ŞCOALA PRIMARĂ BUZĂIEL",453,"VAMA BUZĂULUI",42183,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:33",488,480,0,7,1,205,197,0,7,1,191,14,554,349,130,24,18,19
