precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CĂTINEAN LIVIA-CAMELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","SENATOVICI PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","DOBOS STEFAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SIMONIAC IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
32,"SATU MARE","CASĂ DE LOCUIT MICULA NOUA",236,MICULA,138164,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:37",621,600,0,2,19,305,284,0,2,19,297,8,799,494,190,44,40,23
32,"SATU MARE","CENTRU CULTURAL TURISTIC",234,MICULA,138164,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:05:04",1192,1165,3,0,24,683,659,0,0,24,643,40,1214,531,155,30,435,23
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,3,PART,PRCNCT,P,P_SV,"2024-06-11 18:56:34",1484,1461,1,2,20,728,706,0,2,20,697,31,1600,872,295,30,268,104
