precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIŢĂU COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIDOVEŢ DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","VORONIUC GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","MALEŞ GHEORGHE ALIN-PARTIDUL S.O.S. ROMÂNIA-voturi","URZICĂ COSTEL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",278,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:22",1011,991,0,10,10,565,545,0,10,10,545,20,1111,546,11,405,104,14,11
35,SUCEAVA,"ŞCOALA CĂLINEŞTI-VASILACHE",276,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:28",173,166,0,7,0,93,86,0,7,0,91,2,187,94,5,64,16,1,5
35,SUCEAVA,"ŞCOALA DĂRMĂNEŞTI NR.2",279,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:59",828,818,1,6,3,481,473,0,5,3,470,11,882,401,23,332,84,7,24
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CĂLINEŞTI ENACHE",275,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:28:38",543,535,0,4,4,274,266,0,4,4,258,16,588,314,6,178,57,9,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DĂNILA",277,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:27",933,917,1,4,11,480,465,0,4,11,456,24,1008,528,12,333,74,11,26
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂRIŢEI",274,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:24:07",1504,1481,1,3,19,894,872,0,3,19,881,6,1631,729,14,656,174,30,7
