precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAFINA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","GRIGORE IOAN-PAUL-PARTIDUL SOCIAL DEMOCRAT-voturi","ONEA GEORGIANA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",456,IZVOARELE,133795,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:00",921,915,0,5,1,490,484,0,5,1,476,14,1010,520,58,381,37
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",457,IZVOARELE,133795,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:27",783,764,13,5,1,390,384,0,5,1,381,9,844,454,56,302,23
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SCHIULEȘTI",459,IZVOARELE,133795,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:51",941,936,0,5,0,440,435,0,5,0,435,5,1050,610,38,380,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TRAIAN SĂVULESCU IZVOARELE",455,IZVOARELE,133795,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:07",909,904,5,0,0,534,534,0,0,0,523,11,1000,466,31,482,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TRAIAN SĂVULESCU IZVOARELE",454,IZVOARELE,133795,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:38:17",1002,994,3,3,2,567,561,1,3,2,555,6,1100,539,40,496,19
31,PRAHOVA,"ŞCOALA PRIMARĂ MALU-VÎNĂT",458,IZVOARELE,133795,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:03",681,677,0,4,0,325,321,0,4,0,318,7,750,425,34,264,20
