precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BACEA",381,ILIA,89856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:20",278,266,0,6,6,151,139,0,6,6,141,10,302,151,16,89,36
22,HUNEDOARA,"CĂMINUL CULTURAL BRÂZNIC",382,ILIA,89856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:34",200,186,0,13,1,132,118,0,13,1,132,0,202,70,8,87,37
22,HUNEDOARA,"CĂMINUL CULTURAL BRETEA MUREȘANĂ",383,ILIA,89856,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:32:58",480,463,1,10,6,265,249,0,10,6,254,11,522,257,41,163,50
22,HUNEDOARA,"CĂMINUL CULTURAL ILIA",380,ILIA,89856,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 22:56:53",1450,1391,6,22,31,979,926,0,22,31,925,29,1554,600,87,691,147
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂMAȘ",384,ILIA,89856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:34",187,164,10,7,6,109,96,0,7,6,107,2,192,83,12,70,25
22,HUNEDOARA,"CĂMINUL CULTURAL SÂRBI",385,ILIA,89856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:49",349,344,0,3,2,221,216,0,3,2,212,9,390,169,19,150,43
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA LUNGĂ",386,ILIA,89856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:34",99,85,0,8,6,75,61,0,8,6,73,2,102,27,9,53,11
