precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOCIORAN TEODOR-PARTIDUL NAȚIONAL LIBERAL-voturi","MATIUŢA GEORGE-MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMIN CULTURAL",354,CURĂŢELE,28941,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:18:44",346,342,0,1,3,250,246,0,1,3,244,6,380,130,188,56
5,BIHOR,"CĂMIN CULTURAL NIMĂIEŞTI",355,CURĂŢELE,28941,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:10:39",652,647,1,2,2,494,490,0,2,2,486,8,720,226,328,158
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-IV BEIUŞELE",353,CURĂŢELE,28941,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:29:01",334,329,0,0,5,281,276,0,0,5,276,5,368,87,209,67
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 CURĂŢELE",352,CURĂŢELE,28941,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:01",659,636,0,13,10,468,445,0,13,10,463,5,717,249,280,183
