precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENESCU ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,GRĂDINIŢĂ,124,BALDOVINEŞTI,125677,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:19",278,259,0,7,12,183,164,0,7,12,181,2,294,111,181
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV GUBANDRU",123,BALDOVINEŞTI,125677,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:20",106,90,0,11,5,73,57,0,11,5,73,0,108,35,73
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BALDOVINEŞTI",122,BALDOVINEŞTI,125677,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:08",511,477,0,5,29,325,291,0,5,29,285,40,522,197,285
