precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHELARIU MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","NECHIFOR GHIOCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","DAMIAN MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BORDIANU CONSTANTIN-CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"GRADINITA SMARDAN",372,SUHARĂU,38982,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:59",585,577,1,4,3,299,292,0,4,3,280,19,677,378,189,59,19,13
7,BOTOŞANI,"SCOALA GENERALA NR. 4 OROFTIANA",371,SUHARĂU,38982,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:38:35",702,696,0,3,3,324,318,0,3,3,310,14,750,426,209,37,30,34
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ CONSTATIN TINCU LIȘNA",370,SUHARĂU,38982,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:47",680,677,1,0,2,370,367,1,0,2,354,16,750,380,230,63,17,44
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 SUHARAU",369,SUHARĂU,38982,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:02",531,526,0,0,5,265,260,0,0,5,250,15,600,335,156,52,38,4
7,BOTOŞANI,"SCOALA PRIMARA NR. 3 SUHARAU",368,SUHARĂU,38982,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:45",929,919,0,1,9,457,447,0,1,9,437,20,1000,543,344,51,37,5
