precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","BUCUR VALER-SORIN-voturi"
1,ALBA,"CĂMIN CULTURAL BĂLCACIU",288,JIDVEI,5103,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:29:16",1120,1078,0,10,32,507,465,0,10,32,483,24,1218,711,322,110,26,25
1,ALBA,"CĂMINUL CULTURAL CĂPÎLNA DE JOS",289,JIDVEI,5103,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:47",640,605,0,9,26,414,379,0,9,26,410,4,695,281,281,81,25,23
1,ALBA,"CĂMINUL CULTURAL FEISA",290,JIDVEI,5103,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:59:35",595,574,0,3,18,401,380,0,3,18,388,13,653,252,291,25,54,18
1,ALBA,"CĂMINUL CULTURAL JIDVEI",287,JIDVEI,5103,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:09:58",1110,1068,2,3,37,597,557,0,3,37,587,10,1220,623,406,72,41,68
1,ALBA,"CĂMINUL CULTURAL VESEUŞ",291,JIDVEI,5103,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:13:55",741,698,0,8,35,492,449,0,8,35,465,27,803,311,430,17,7,11
