precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIMPOEŞU IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BURAC ION-CRISTINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU ALIN-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CRISTUREAN DAN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJOC ILIE-PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","ROTARIU IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi","MATEICIUC NICOLETA-PARTIDUL MIȘCAREA POPULARĂ-voturi","ROŞU ALEXANDRU-FORȚA DREPTEI-voturi"
35,SUCEAVA,"CAMIN CULTURAL",484,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:22",194,186,0,8,0,125,117,0,8,0,120,5,200,75,4,53,27,15,15,0,0,6
35,SUCEAVA,"CĂMIN CULTURAL",487,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:11:19",1732,1720,4,8,0,973,965,0,8,0,945,28,1880,907,42,716,79,43,14,12,30,9
35,SUCEAVA,"CĂMIN CULTURAL",486,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:28",1725,1717,0,8,0,895,887,0,8,0,863,32,1890,995,66,548,64,66,24,12,71,12
35,SUCEAVA,"CĂMIN CULTURAL",488,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:22",1664,1659,4,1,0,860,858,1,1,0,850,10,1811,938,55,516,121,62,16,9,42,29
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ",485,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:44",1819,1812,0,6,1,1045,1038,0,6,1,1003,42,1990,945,19,415,69,279,189,8,16,8
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",482,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:10:42",1951,1939,5,5,2,1080,1073,0,5,2,1045,26,2120,1049,58,380,181,212,63,21,43,87
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",483,ŞCHEIA,146432,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:46:40",1762,1760,1,0,1,995,994,0,0,1,944,51,1940,945,33,315,136,285,50,17,19,89
