precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALDEA DAN-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ARSENE CIPRIAN-OVIDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","PUŞCĂ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMIN CULTURAL TĂUNI",430,"VALEA LUNGĂ",8354,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:28",241,227,0,8,6,131,117,0,8,6,128,3,247,116,57,8,63
1,ALBA,"CASĂ PARTICULARĂ",428,"VALEA LUNGĂ",8354,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:19",167,155,0,8,4,124,112,0,8,4,121,3,175,51,41,8,72
1,ALBA,"PRIMĂRIA VALEA LUNGĂ",426,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:12:37",1629,1570,1,21,37,987,929,0,21,37,973,14,1700,713,576,88,309
1,ALBA,"ŞCOALA PRIMARĂ GLOGOVEŢ",427,"VALEA LUNGĂ",8354,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:43",146,128,0,13,5,87,69,0,13,5,83,1,142,58,41,10,32
1,ALBA,"ȘCOALA PRIMARĂ LUNCA",429,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:38:56",421,405,0,12,4,231,215,0,12,4,225,6,444,213,112,10,103
