precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DUMITRU-UNIUNEA SALVAȚI ROMÂNIA-voturi","ZILAHI FLORIN-CLAUDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","KUPAN ANDREI-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BANIŢĂ CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"CĂMINUL CULTURAL GĂBUD",328,NOŞLAC,6048,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:14:31",241,233,0,8,0,121,113,0,8,0,113,8,250,128,8,78,24,3
1,ALBA,"CĂMINUL CULTURAL STÂNA DE MUREȘ",329,NOŞLAC,6048,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:32",310,293,0,10,7,177,160,0,10,7,172,5,324,147,13,56,90,13
1,ALBA,"PRIMĂRIA COMUNEI NOȘLAC",327,NOŞLAC,6048,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:11",976,960,1,9,6,544,529,0,9,6,537,7,1058,514,44,292,167,34
