precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBOTARU DRAGOŞ-FĂNICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","HALICI NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","BADIU GEORGEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMAN VICTOR-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","VASILIU CARMEN-PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:56",775,764,0,11,0,771,760,0,11,0,363,21,842,458,89,108,82,60,2,22
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL STUPINA",208,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:28",276,259,0,11,6,202,185,0,11,6,191,11,285,83,159,17,8,7,0,0
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL VARNIȚA",261,RĂCOASA,177405,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:05",462,447,1,7,7,213,201,0,5,7,196,17,489,276,32,83,45,30,0,6
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL VIISOARA",243,PĂUNEŞTI,177236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:19",777,774,0,3,0,348,345,0,3,0,319,29,855,507,126,50,35,19,79,10
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORNAL SÎRBI",317,ŢIFEŞTI,178180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:13",594,587,0,3,4,300,293,0,3,4,289,11,650,350,159,70,27,27,1,5
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:49",973,966,3,2,2,478,474,0,2,2,463,15,1066,588,126,167,76,70,8,16
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",54,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:44",897,885,2,10,0,362,352,0,10,0,341,21,976,614,88,132,41,62,5,13
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",52,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:26:18",1665,1655,0,10,0,709,699,0,10,0,691,18,1832,1123,241,238,62,93,21,36
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",53,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:56",1773,1753,1,17,2,802,783,0,17,2,765,35,1936,1136,241,271,70,131,12,40
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",16,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:41",1700,1692,0,8,0,754,746,0,8,0,716,34,1866,1116,234,225,68,127,23,39
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",15,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:35",884,879,1,4,0,398,393,1,4,0,380,18,963,565,118,137,44,43,11,27
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 15 FOCȘANI",14,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:02:42",1460,1454,0,6,0,598,592,0,6,0,563,35,1609,1011,179,192,51,101,10,30
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",28,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:30:15",1261,1249,0,12,0,461,449,0,12,0,446,15,1383,922,146,153,22,97,8,20
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",29,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:11",1550,1540,0,10,0,588,578,0,10,0,569,19,1704,1116,162,227,54,84,14,28
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",58,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:04",1014,1001,2,11,0,428,417,0,11,0,409,19,1106,678,122,156,37,69,10,15
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 18",43,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:10",983,976,0,7,0,524,517,0,7,0,432,15,1079,618,145,139,37,86,8,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 18 FOCȘANI",42,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:55:56",1369,1360,2,6,1,607,600,0,6,1,591,16,1535,928,214,189,54,104,10,20
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8",56,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:17",897,885,1,11,0,400,389,0,11,0,383,15,980,565,135,102,42,76,6,22
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT PETREŞTI",329,VÂNĂTORI,178607,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:33",1273,1260,1,12,0,591,579,0,12,0,558,21,1404,825,186,165,77,78,8,44
41,VRANCEA,"GRĂDINIȚA DE COPII - SALA II",120,BROŞTENI,175466,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:19",527,525,0,1,1,316,314,0,1,1,296,20,579,263,97,126,51,13,2,7
41,VRANCEA,"GRADINITA GOLESTII DE SUS",150,COTEŞTI,175885,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:28:28",362,347,1,7,7,229,215,0,7,7,223,6,389,160,51,79,14,67,1,11
41,VRANCEA,"GRADINITA NR 1",360,VULTURU,178821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:44",1277,1263,0,10,4,415,405,0,6,4,392,23,1379,964,80,200,43,53,4,12
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:08",1726,1695,0,8,23,544,513,0,8,23,507,37,1899,1355,352,39,43,11,15,47
41,VRANCEA,"GRĂDINIȚA, SAT VETREȘTI-HERĂSTRĂU",232,NISTOREŞTI,177003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:49",778,763,0,3,12,475,460,0,3,12,438,37,853,378,52,275,74,20,2,15
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:58",392,386,0,3,3,204,198,0,3,3,190,8,433,235,29,86,23,48,1,3
41,VRANCEA,"GRADINITA „VOINICELUL” NECULELE",347,VINTILEASCA,178475,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:21:37",381,360,0,14,7,226,205,0,14,7,218,8,399,173,24,163,22,4,1,4
41,VRANCEA,"IMOBIL BIROURI",139,CIORĂŞTI,175590,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:24",486,472,1,13,0,261,247,1,13,0,233,28,521,260,166,42,12,8,1,4
41,VRANCEA,"INSPECTORATUL TERITORIAL DE MUNCĂ VRANCEA",36,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:39",1216,1203,0,13,0,579,566,0,13,0,549,30,1331,752,194,171,45,114,11,14
41,VRANCEA,"INTERNAT SCOLAR",230,NEREJU,176944,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:17",586,575,0,11,0,363,352,0,11,0,338,25,631,268,108,183,31,0,4,12
41,VRANCEA,"LICEUL DE AGRICULTURĂ ȘI INDUSTRIE ALIMENTARĂ",87,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:33",1576,1559,3,1,13,844,831,1,1,11,810,34,1744,900,172,486,67,56,7,22
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:08",1281,1271,0,10,0,641,631,0,10,0,607,34,1401,760,190,198,75,113,4,27
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",77,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:07",1563,1552,5,5,1,593,586,1,5,1,580,13,927,334,130,257,106,51,22,14
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",78,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:14",1417,1384,2,4,27,578,547,0,4,27,551,26,1524,947,123,202,117,59,33,17
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",18,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:39",1406,1397,0,9,0,629,620,0,9,0,592,37,1536,907,217,177,69,89,9,31
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",17,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:13",730,720,2,8,0,358,350,0,8,0,346,12,795,437,142,90,34,64,6,10
41,VRANCEA,"LICEUL TEORETIC ”DUILIU ZAMFIRESCU” ODOBEȘTI",86,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:09",1561,1523,1,33,4,803,766,0,33,4,727,26,1682,882,203,359,61,72,5,27
41,VRANCEA,"LICEUL TEORETIC ”GRIGORE GHEBA” DUMITREȘTI",155,DUMITREŞTI,175983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:45:27",615,576,0,19,20,431,392,0,19,20,400,12,652,240,132,226,25,12,2,3
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:09:24",1062,1051,0,7,4,466,455,0,7,4,448,18,1162,696,162,116,47,81,8,34
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:51:06",1327,1316,2,8,1,613,604,0,8,1,587,26,1445,832,214,164,60,106,6,37
41,VRANCEA,"MUZEUL SATULUI",294,SURAIA,177842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:05:19",1548,1533,0,3,12,733,718,0,3,12,696,37,1678,939,375,172,22,106,1,20
41,VRANCEA,"OBŞTEA PRISACA",323,"VALEA SĂRII",178313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:39",143,138,0,5,0,102,97,0,5,0,98,4,149,47,32,51,7,3,1,4
41,VRANCEA,"PRIMARIA COMUNEI SIHLEA",273,SIHLEA,177600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:05:29",1890,1850,1,9,30,999,960,0,9,30,930,69,2077,1078,612,199,67,30,4,18
41,VRANCEA,PRIMARIE,143,CORBIŢA,175787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:22",345,332,0,11,2,198,185,0,11,2,193,5,363,165,60,116,10,1,1,5
41,VRANCEA,PRIMARIE,306,TÂMBOEŞTI,178046,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:00",1205,1114,1,35,55,664,574,0,35,55,622,42,1283,619,524,45,31,6,1,15
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:59",531,504,0,2,25,312,287,0,2,23,297,15,581,269,39,226,15,12,1,4
41,VRANCEA,"SALA DE ȘEDINȚE MĂRĂȘTI",260,RĂCOASA,177405,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:10",387,376,0,6,5,197,186,0,6,5,180,17,414,217,44,75,46,10,3,2
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:46",495,474,1,5,15,275,255,0,5,15,246,24,525,255,54,160,9,21,1,1
41,VRANCEA,"SALA DE SPORT",67,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:57",1171,1163,0,6,2,534,526,0,6,2,507,27,1286,752,152,190,57,41,40,27
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:25:54",1480,1455,5,13,7,742,721,1,13,7,704,28,1601,869,296,261,68,62,1,16
41,VRANCEA,"SALĂ FESTIVITĂŢI",321,"VALEA SĂRII",178313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:35",625,597,0,8,20,396,368,0,8,20,379,17,656,260,155,163,28,18,5,10
41,VRANCEA,"SALA SPORTURILOR",35,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:02",1199,1190,2,7,0,492,485,0,7,0,483,9,1315,823,149,162,37,114,3,18
41,VRANCEA,"SC FREEDOM CAFE-BAR S.R.L.",59,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:52",1382,1361,1,7,13,580,560,0,7,13,564,16,1498,918,142,193,91,93,18,27
41,VRANCEA,SCOALA,110,BOGHEŞTI,175260,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:32",415,388,0,16,11,286,259,0,16,11,271,15,425,139,17,164,14,22,50,4
41,VRANCEA,"SCOALA BECIU",332,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:24",361,349,0,6,6,185,173,0,6,6,177,8,387,202,17,136,13,9,1,1
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:08",478,452,0,4,22,285,259,0,4,22,273,12,501,208,29,178,25,28,8,5
41,VRANCEA,"SCOALA BOTARLAU",361,VULTURU,178821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:46",1212,1192,1,6,13,403,384,0,6,13,393,10,1332,929,70,172,61,62,5,23
41,VRANCEA,"SCOALA CALIENII-NOI",223,NĂNEŞTI,176855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:32",279,262,0,6,11,151,134,0,6,11,146,5,285,134,57,47,4,38,0,0
41,VRANCEA,"ŞCOALA CODREŞTI",138,CIORĂŞTI,175590,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:28",161,154,0,7,0,93,86,0,7,0,90,3,169,76,72,10,4,1,1,2
41,VRANCEA,"SCOALA CU CLASELE I-IV",118,BORDEŞTI,175439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:43",255,236,0,8,11,255,236,0,8,11,235,20,445,190,63,96,37,25,6,8
41,VRANCEA,"ŞCOALA CU CLASELE I-IV",226,NĂRUJA,176891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:43",545,540,0,1,4,312,307,0,1,4,299,13,592,280,24,227,36,3,3,6
41,VRANCEA,"SCOALA CU CLASELE I-IV DEALU SARII",202,JITIA,176551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:56:18",137,132,0,1,4,91,86,0,1,4,83,8,149,58,18,54,6,5,0,0
41,VRANCEA,"ŞCOALA CU CLASELE I-IV DOAGA",174,GAROAFA,176212,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:31",370,360,0,10,0,200,190,0,10,0,190,10,403,203,112,45,17,11,2,3
41,VRANCEA,"ŞCOALA CU CLASELE I-IV FUNDATURA",237,PĂULEŞTI,178910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:50",437,431,0,2,4,266,260,0,2,4,246,20,476,210,124,97,5,17,1,2
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA",200,JITIA,176551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:19",574,558,0,2,14,368,352,0,2,14,339,29,640,272,121,176,27,5,2,8
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA DE JOS NR.1",203,JITIA,176551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:01",340,328,0,3,9,237,225,0,3,9,225,12,373,136,47,151,13,8,0,6
41,VRANCEA,"ȘCOALA CU CLASELE I-IV OLEȘEȘTI",316,ŢIFEŞTI,178180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:36",706,697,0,8,1,396,387,0,8,1,376,20,771,375,215,57,23,65,3,13
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT MAHRIU, SCOALA COORDONATORARE POIANA CRISTEI",248,"POIANA CRISTEI",177263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:59",275,268,0,0,7,179,172,0,0,7,170,9,305,126,25,79,11,44,2,9
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PETREANU. SCOALA COORDONATOARE POIANA CRISTEI",249,"POIANA CRISTEI",177263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:40",120,114,0,5,1,84,78,0,5,1,80,4,126,42,9,56,11,3,0,1
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PODU LACULUI, SCOALA COORDONATOARE POIANA CRISTEI",250,"POIANA CRISTEI",177263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:09",493,478,1,3,11,340,326,0,3,11,314,26,538,198,45,110,10,135,2,12
41,VRANCEA,"SCOALA CU CLASELE I - IV VITANESTII DE SUB MAGURA",116,BOLOTEŞTI,175368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:04",612,588,0,13,11,342,318,0,13,11,327,15,663,321,231,37,20,35,0,4
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:30",1269,1252,0,4,13,491,474,0,4,13,465,26,1404,913,302,48,61,11,14,29
41,VRANCEA,"SCOALA CU CLASELE I-VIII SAT TIRITU, SCOALA COORDONATOARE POIANA CRISTEI",251,"POIANA CRISTEI",177263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:36",224,216,0,3,5,127,119,0,3,5,119,8,237,110,19,68,11,20,0,1
41,VRANCEA,"SCOALA ” DIMITRIE GUSTI” NEREJU",228,NEREJU,176944,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:01",1388,1379,0,9,0,865,856,0,9,0,835,30,1521,656,287,476,48,13,2,9
41,VRANCEA,"SCOALA DIN LIVEZILE",349,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:03",595,569,0,3,23,317,291,0,3,23,307,9,625,307,248,49,5,2,1,2
41,VRANCEA,"SCOALA DIN MESTEACANU",350,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:18:36",291,284,0,7,0,135,128,0,7,0,129,6,312,177,112,11,4,2,0,0
41,VRANCEA,"SCOALA DIN VIZANTEA MANASTIREASCA",352,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:09",1358,1301,1,8,48,642,586,0,8,48,633,9,1487,845,593,19,13,5,0,3
41,VRANCEA,"SCOALA DIN VIZANTEA RAZASEASCA",353,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:36",587,563,0,4,20,288,264,0,4,20,283,5,618,330,262,17,1,3,0,0
41,VRANCEA,"ŞCOALA DOAGA",81,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:03",222,214,0,8,0,77,69,0,8,0,71,6,235,158,18,15,23,8,6,1
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:41",354,339,1,8,6,207,193,0,8,6,195,12,381,174,53,84,44,12,0,2
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:24",703,692,0,8,3,323,312,0,8,3,299,24,758,435,84,128,26,46,4,11
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:13",353,344,0,3,6,353,344,0,3,6,327,26,794,441,68,141,60,34,3,21
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:39",554,545,0,9,0,286,277,0,9,0,272,14,601,315,84,166,10,4,2,6
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:53",648,638,1,5,4,329,319,1,5,4,309,5,709,390,55,162,28,34,5,25
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:00",272,265,0,7,0,142,135,0,7,0,132,10,297,155,65,36,15,15,0,1
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:53",447,438,0,8,1,210,201,0,8,1,198,12,535,325,77,51,29,33,2,6
41,VRANCEA,"SCOALA GENERALA",272,RUGINEŞTI,177557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:17",255,245,0,5,5,144,134,0,5,5,124,10,269,134,11,90,6,4,7,6
41,VRANCEA,"SCOALA GENERALA",271,RUGINEŞTI,177557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:11:15",554,538,0,4,12,293,277,0,4,12,268,25,607,314,74,157,15,3,11,8
41,VRANCEA,"SCOALĂ GENERALA ADJUDU VECHI",72,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:52",1397,1391,0,5,1,621,615,0,5,1,586,35,1535,914,135,282,54,26,64,25
41,VRANCEA,"SCOALA GENERALA NR.1, CORP A",244,PLOSCUŢENI,178894,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:11",990,958,0,0,32,490,458,0,0,32,430,19,1086,637,208,151,12,49,4,6
41,VRANCEA,"SCOALA GENERALA NR.1, CORP B",245,PLOSCUŢENI,178894,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:56",1127,1088,0,3,36,609,571,0,3,35,590,19,1233,624,209,279,23,57,3,19
41,VRANCEA,"SCOALA GENERALA PODURI",322,"VALEA SĂRII",178313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:37",233,208,0,14,11,158,133,0,14,11,152,6,240,82,55,70,18,5,0,4
41,VRANCEA,"SCOALA GENERALA POIENILE",189,"GURA CALIŢEI",176338,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:37",282,265,0,10,7,181,165,0,10,6,156,25,300,119,68,45,16,19,2,6
41,VRANCEA,"SCOALA GENERALA REPEDEA",292,STRĂOANE,177799,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:48",305,298,0,7,0,145,138,0,7,0,137,8,330,185,43,75,12,5,0,2
41,VRANCEA,"SCOALA GENERALA SATU-NOU",207,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:28",205,185,0,13,7,117,97,0,13,7,112,5,212,95,76,14,7,14,0,1
41,VRANCEA,"SCOALA GENERALA TATARU",209,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:05",646,599,0,22,25,415,368,0,22,25,392,23,694,279,305,39,18,26,2,2
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:22",592,581,0,5,6,344,333,0,5,6,319,25,651,307,107,108,63,35,2,4
41,VRANCEA,"SCOALA GENERALA VULTURU",359,VULTURU,178821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:37",1254,1248,0,0,6,420,414,0,0,6,404,16,1384,964,75,201,52,62,4,10
41,VRANCEA,"SCOALA GENERALA VULTURU",358,VULTURU,178821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:21",1260,1246,2,4,8,454,442,0,4,8,422,32,1387,933,84,227,44,51,4,12
41,VRANCEA,"SCOALA GENERAL[ SIMION MEHEDINTI",285,SOVEJA,177762,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:25:10",1003,963,1,15,24,622,582,1,15,24,597,25,1072,448,348,130,42,69,4,4
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",32,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:40",652,648,0,4,0,263,259,0,4,0,256,7,724,460,85,91,23,41,3,13
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",31,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:01",1142,1128,3,10,1,515,504,0,10,1,497,18,1271,756,177,164,42,86,12,16
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",13,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:23",1160,1153,1,6,0,486,480,0,6,0,479,7,1278,792,140,199,43,68,5,24
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",10,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:21",1591,1585,0,6,0,654,648,0,6,0,632,22,1755,1101,228,182,70,113,16,23
