precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BELU MARIAN-COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂJENARU AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","NANU MARIAN-VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","DIACONU-DINU DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","DRĂGOI NICOLAE-PARTIDUL PRO ROMÂNIA-voturi"
17,DOLJ,"CLUBUL COPIILOR DABULENI",204,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:23",1405,1355,0,12,38,925,875,0,12,38,890,35,1500,575,17,307,541,9,16
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU",207,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:37",1082,1060,1,8,13,677,656,0,8,13,651,26,1200,523,11,186,433,13,8
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE ELEVI)",208,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:54",1270,1247,0,10,13,866,843,0,10,13,839,27,1300,434,8,260,540,18,13
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE PROFESORI)",209,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:59:20",1171,1154,0,3,14,750,733,0,3,14,706,44,1300,550,6,219,459,15,7
17,DOLJ,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR.1 DABULENI, NORD",205,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:38:43",1445,1417,0,5,23,994,966,0,5,23,894,61,1600,645,11,257,602,8,16
17,DOLJ,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR.1 DABULENI, SUD",206,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:27:25",1594,1572,0,10,12,985,963,0,10,12,932,53,1700,715,20,202,678,26,6
17,DOLJ,"STRUCTURA SCOLII GIMNAZIALE NR. 1 DABULENI",203,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:54",1586,1573,0,8,5,974,961,0,8,5,936,38,1795,821,12,193,715,9,7
