precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CĂMIN CULTURAL",239,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:55:28",219,209,0,10,0,118,108,0,10,0,113,5,259,140,72,38,3
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 SAT PLEŞA",238,BEREŞTI-MERIA,75356,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:51",512,502,0,5,5,281,271,0,5,5,267,14,536,255,147,115,5
18,GALAŢI,"SALĂ DE ACTIVITĂȚI SOCIAL-CULTURALE, SAT BALINTEȘTI",237,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:17:36",725,710,1,7,7,398,383,1,7,7,381,17,760,362,255,115,11
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT BEREŞTI - MERIA",235,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:47:00",405,392,0,5,8,236,223,0,5,8,225,9,437,201,92,125,8
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT SLIVNA",240,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:36:36",512,503,0,1,8,287,278,0,1,8,269,18,560,273,206,57,6
18,GALAŢI,"ŞCOALA PRIMARĂ ANDRONACHI GOGA NR. 1 SAT ALDEŞTI",236,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:10:53",320,310,0,5,5,163,153,0,5,5,152,8,357,176,73,43,36
