precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"ȘCOALA AMZACEA",375,AMZACEA,63198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:31",1185,1159,1,3,22,686,660,1,3,22,656,30,1259,573,319,215,33,74,15
14,CONSTANŢA,"ȘCOALA GENERALĂ CASICEA",376,AMZACEA,63198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:14",344,337,0,4,3,171,164,0,4,3,161,10,369,198,116,29,10,5,1
14,CONSTANŢA,"ȘCOALA GENERALĂ GENERAL SCĂRIȘOREANU",377,AMZACEA,63198,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:12:56",816,796,2,7,11,466,448,0,7,11,446,19,876,411,363,54,12,14,3
